,timestamp,location,track,week,pacing,rating
30,7/18/2016 8:35:24,,VR,,4,6
0,7/1/2016 6:41:31,,Apps,,2,6
1,7/1/2016 9:27:32,,Apps,,4,6
2,7/1/2016 6:46:34,,Games,,5,6
3,7/1/2016 6:47:56,,Games,,3,6
4,7/1/2016 6:33:45,,Apps,,3,8
5,7/1/2016 6:35:15,,Apps,,4,8
6,7/1/2016 6:36:41,,Apps,,3,8
7,7/1/2016 6:41:43,,Apps,,3,8
8,7/1/2016 7:00:39,,Apps,,2,8
9,7/1/2016 8:58:54,,Apps,,4,8
10,7/1/2016 10:32:25,,Apps,,3,8
11,7/1/2016 6:30:49,,Games,,4,8
12,7/1/2016 6:43:54,,Games,,4,8
13,7/1/2016 7:02:22,,Games,,4,8
14,7/1/2016 6:27:37,,Intro,,3,8
15,7/1/2016 6:31:09,,Intro,,3,8
16,7/1/2016 6:31:31,,Intro,,4,8
17,7/1/2016 6:46:33,,Intro,,3,8
18,7/1/2016 6:27:51,,Apps,,3,10
19,7/1/2016 6:30:01,,Apps,,3,10
20,7/1/2016 6:30:05,,Apps,,3,10
21,7/1/2016 6:33:55,,Apps,,4,10
22,7/1/2016 6:36:10,,Apps,,3,10
23,7/1/2016 6:41:54,,Apps,,4,10
24,7/1/2016 6:27:48,,Games,,4,10
25,7/1/2016 6:31:02,,Intro,,3,10
26,7/1/2016 6:31:12,,Intro,,3,10
27,7/1/2016 6:36:15,,Intro,,3,10
0,7/8/2016 7:36:11,,,,3,8
1,7/8/2016 22:05:05,,,,3,10
0,7/8/2016 15:56:20,,Apps,,2,6
1,7/8/2016 16:02:55,,Apps,,3,10
2,7/8/2016 16:19:51,,Apps,,3,6
3,7/8/2016 16:34:12,,Apps,,3,2
4,7/8/2016 16:39:27,,Apps,,2,10
5,7/8/2016 16:46:21,,Apps,,5,10
6,7/8/2016 17:33:28,,Apps,,5,6
7,7/9/2016 14:23:38,,Apps,,3,10
8,7/10/2016 20:55:08,,Apps,,3,10
9,7/8/2016 15:58:04,,Games,,3,10
10,7/8/2016 16:08:03,,Games,,4,10
11,7/8/2016 15:55:12,,Intro,,3,10
12,7/8/2016 15:56:10,,Intro,,3,8
13,7/8/2016 15:58:45,,Intro,,3,8
14,7/8/2016 16:40:17,,Intro,,4,8
15,7/8/2016 18:34:39,,Intro,,3,10
16,7/9/2016 8:14:45,,Intro,,3,10
17,7/8/2016 16:23:15,,VR,,3,10
18,7/8/2016 16:27:30,,VR,,4,8
19,7/8/2016 17:18:49,,VR,,5,2
20,7/8/2016 19:14:34,,VR,,4,8
21,7/11/2016 12:10:26,,Intro,,4,6
22,7/11/2016 12:39:56,,Intro,,4,8
0,7/22/2016 13:29:33,,Apps,,5,10
1,7/22/2016 13:35:20,,Apps,,3,10
2,7/22/2016 13:36:39,,Apps,,3,8
3,7/22/2016 13:37:15,,Apps,,3,8
4,7/22/2016 13:40:21,,Apps,,3,10
5,7/22/2016 13:44:52,,Apps,,4,8
6,7/22/2016 13:50:50,,Games,,5,6
7,7/22/2016 13:50:50,,Apps,,4,8
8,7/22/2016 13:51:22,,Apps,,4,10
9,7/22/2016 13:51:35,,Games,,3,8
10,7/22/2016 13:51:36,,Apps,,3,8
11,7/22/2016 13:51:44,,Games,,4,8
12,7/22/2016 13:52:05,,Intro,,3,8
13,7/22/2016 13:52:19,,Apps,,3,8
14,7/22/2016 13:52:41,,Games,,3,10
15,7/22/2016 13:53:19,,Apps,,3,8
16,7/22/2016 13:53:31,,Games,,3,10
17,7/22/2016 13:53:56,,Apps,,3,8
18,7/22/2016 13:54:46,,Games,,3,10
19,7/22/2016 13:54:52,,Apps,,3,10
20,7/22/2016 13:57:13,,Games,,3,8
0,7/29/2016 0:19:08,,,,3,10
1,7/29/2016 0:22:41,,,,3,8
2,7/29/2016 0:23:17,,,,3,10
0,7/29/2016 13:46:28,,Apps,,3,8
1,7/29/2016 13:52:16,,Apps,,3,10
2,7/29/2016 16:10:41,,Apps,,4,10
3,7/29/2016 15:10:27,,Apps,,3,8
4,7/29/2016 14:18:21,,Apps,,3,6
5,7/29/2016 15:25:45,,Apps,,3,6
6,7/29/2016 16:41:48,,Apps,,3,8
7,7/29/2016 15:26:20,,Apps,,3,10
8,7/29/2016 13:20:33,,Apps,,2,4
9,7/29/2016 13:24:45,,Apps,,3,8
10,7/29/2016 13:47:43,,Apps,,3,6
11,7/29/2016 15:31:26,,Apps,,3,10
12,7/29/2016 15:28:06,,Apps,,2,10
13,7/29/2016 13:44:38,,Games,,3,6
14,7/29/2016 15:36:04,,Games,,3,8
15,7/29/2016 13:26:06,,Games,,3,8
16,7/29/2016 15:02:27,,Games,,3,10
17,7/29/2016 15:15:48,,Games,,3,8
18,7/29/2016 13:35:17,,Games,,4,8
19,7/29/2016 13:27:19,,Games,,4,8
20,7/29/2016 14:40:29,,Games,,4,6
21,7/29/2016 15:06:33,,Games,,3,8
22,7/29/2016 15:17:23,,Games,,4,8
23,7/29/2016 13:23:48,,Games,,2,8
24,7/29/2016 13:17:25,,Intro,,3,10
25,7/29/2016 13:19:14,,Intro,,2,10
26,7/29/2016 13:17:38,,Intro,,3,10
27,7/29/2016 13:46:22,,Intro,,4,10
28,7/29/2016 13:21:13,,Intro,,4,6
29,7/29/2016 13:11:56,,Intro,,3,8
30,7/29/2016 13:15:55,,Intro,,3,8
31,7/29/2016 13:16:10,,Intro,,3,8
32,7/29/2016 13:19:58,,Intro,,3,8
33,7/29/2016 13:17:35,,Intro,,3,10
34,7/29/2016 13:24:51,,Intro,,2,8
0,7/22/2016 16:15:37,,Games,,2,6
1,7/22/2016 16:16:07,,Intro,,3,8
2,7/22/2016 16:16:20,,Intro,,3,10
3,7/22/2016 16:17:04,,Games,,3,8
4,7/22/2016 16:17:09,,Intro,,3,8
5,7/22/2016 16:18:23,,Games,,3,8
6,7/22/2016 16:18:45,,Intro,,3,10
7,7/22/2016 16:19:58,,Games,,4,8
8,7/22/2016 16:20:25,,Games,,4,10
9,7/22/2016 16:20:30,,Intro,,3,10
10,7/22/2016 16:23:12,,Games,,3,8
11,7/22/2016 16:23:19,,Games,,3,8
0,7/29/2016 1:07:23,,,,3,10
1,7/29/2016 1:08:46,,,,4,10
2,7/29/2016 1:11:16,,,,3,10
3,7/29/2016 1:13:23,,,,3,10
4,7/29/2016 1:13:56,,,,3,8
5,7/29/2016 1:17:27,,,,3,8
6,7/29/2016 1:22:25,,,,4,6
7,7/29/2016 1:27:55,,,,3,6
8,7/29/2016 1:28:54,,,,2,10
9,7/29/2016 1:29:23,,,,4,8
10,7/29/2016 1:46:49,,,,4,10
11,7/29/2016 21:20:05,,,,3,10
0,7/8/2016 12:52:08,,Games,,2,10
1,7/9/2016 15:22:45,,Apps,,3,10
7,7/8/2016 16:40:10,,Apps,,4,6
9,7/8/2016 13:53:19,,Apps,,4,6
10,7/8/2016 15:59:30,,Apps,,2,6
5,7/8/2016 14:42:40,,Apps,,3,10
20,7/8/2016 16:55:21,,Apps,,3,6
21,7/8/2016 16:08:13,,Games,,3,6
2,7/8/2016 21:26:01,,Games,,3,8
3,7/8/2016 13:52:01,,Apps,,3,8
4,7/8/2016 14:00:28,,Apps,,4,8
11,7/8/2016 16:11:32,,Apps,,4,10
12,7/8/2016 12:49:05,,Games,,5,10
6,7/8/2016 14:03:46,,Apps,,4,8
14,7/8/2016 12:47:42,,Games,,3,10
15,7/8/2016 12:43:44,,Intro,,3,10
8,7/8/2016 13:58:12,,Apps,,4,8
17,7/8/2016 14:02:54,,Games,,3,10
18,7/8/2016 14:29:22,,Games,,3,10
19,7/9/2016 17:05:33,,Games,,2,10
13,7/8/2016 12:49:16,,Games,,3,8
16,7/8/2016 13:55:51,,Apps,,3,8
22,7/8/2016 13:56:39,,Apps,,3,8
23,7/8/2016 14:03:35,,Apps,,2,8
24,7/8/2016 13:51:14,,Games,,5,8
25,7/8/2016 12:41:10,,Intro,,4,8
26,7/8/2016 12:41:13,,Intro,,4,8
27,7/8/2016 12:41:51,,Intro,,3,8
28,7/8/2016 12:43:35,,Intro,,3,8
29,7/8/2016 12:45:11,,Intro,,3,8
30,7/8/2016 12:47:39,,Intro,,3,8
31,7/8/2016 13:01:58,,Intro,,4,8
32,7/10/2016 23:44:41,,Games,,4,8
34,7/8/2016 16:41:06,,Apps,,3,10
35,7/8/2016 13:07:39,,Games,,3,10
36,7/8/2016 12:45:02,,Intro,,3,10
0,7/29/2016 19:18:44,,,,3,8
1,7/29/2016 23:12:48,,,,5,10
2,7/30/2016 5:46:01,,,,3,10
3,7/30/2016 7:02:47,,,,3,8
4,7/31/2016 7:40:14,,,,5,6
5,7/31/2016 8:34:29,,,,3,10
0,7/31/2016 1:04:57,,,,4,6
1,7/31/2016 3:38:14,,,,3,8
2,7/31/2016 3:59:43,,,,1,8
3,7/31/2016 4:19:51,,,,2,8
4,7/31/2016 5:14:20,,,,4,10
5,7/31/2016 6:50:12,,,,3,6
6,7/31/2016 15:23:52,,,,5,10
7,7/31/2016 16:49:45,,,,2,8
8,8/1/2016 1:18:47,,,,4,6
9,8/1/2016 1:30:17,,,,3,10
10,8/1/2016 1:30:17,,,,3,10
11,8/1/2016 6:15:10,,,,4,8
12,8/1/2016 7:56:08,,,,3,8
0,7/29/2016 15:17:19,,Apps,,3,8
1,7/29/2016 16:21:52,,Apps,,4,6
2,7/29/2016 16:22:54,,Apps,,3,4
3,7/29/2016 16:54:46,,Apps,,3,8
4,7/29/2016 22:40:39,,Apps,,4,6
5,7/31/2016 23:10:54,,Apps,,3,10
6,7/30/2016 11:06:02,,Apps,,3,2
7,7/29/2016 15:23:30,,Apps,,3,6
8,7/29/2016 15:29:56,,Apps,,3,10
9,7/29/2016 15:34:35,,Apps,,3,8
10,7/29/2016 15:25:23,,Apps,,3,10
11,7/29/2016 15:17:52,,Games,,3,10
12,7/29/2016 15:14:11,,Games,,3,10
13,7/29/2016 15:13:01,,Games,,3,8
14,7/29/2016 17:07:36,,Games,,4,10
15,7/29/2016 15:50:15,,Games,,4,10
16,7/29/2016 15:36:20,,Games,,4,6
17,7/29/2016 18:46:09,,Intro,,3,10
18,7/29/2016 16:09:44,,Intro,,3,10
19,7/29/2016 15:00:35,,Intro,,4,6
20,7/29/2016 15:02:01,,Intro,,3,10
21,7/29/2016 15:09:17,,Intro,,3,10
22,7/30/2016 9:00:15,,VR,,3,8
23,7/29/2016 21:45:54,,VR,,4,8
24,7/30/2016 13:09:48,,VR,,3,8
0,6/23/2016 22:24:53,,,,3,4
1,6/27/2016 4:03:03,,,,3,4
2,6/23/2016 22:13:04,,,,3,6
3,6/23/2016 22:09:23,,,,4,8
4,6/23/2016 22:11:39,,,,4,8
5,6/23/2016 22:11:44,,,,4,8
6,6/23/2016 22:13:25,,,,3,8
7,6/23/2016 22:15:33,,,,3,8
8,6/23/2016 22:41:02,,,,4,8
9,6/23/2016 23:56:36,,,,3,8
10,6/25/2016 22:17:48,,,,3,8
11,6/23/2016 22:13:09,,,,5,10
0,,,Apps,,3,6
1,,,Apps,,3,8
2,,,Apps,,3,8
3,,,Apps,,4,8
4,,,Apps,,3,6
5,,,Apps,,3,10
6,,,Apps,,2,6
7,,,Apps,,3,10
8,,,Apps,,3,2
9,,,Apps,,3,8
10,,,Apps,,3,10
11,,,Apps,,4,8
12,,,Apps,,4,6
13,,,Games,,3,8
14,,,Games,,3,10
15,,,Games,,5,2
16,,,Games,,3,10
17,,,Games,,3,8
18,,,Games,,3,10
19,,,Intro,,2,10
20,,,Intro,,3,8
21,,,Intro,,5,6
22,,,Intro,,3,10
23,,,Intro,,4,10
24,,,Intro,,3,10
25,,,Intro,,3,10
26,,,Intro,,3,10
27,,,Intro,,2,10
28,,,Intro,,3,10
29,,,Intro,,3,10
30,,,Intro,,3,8
31,,,Intro,,3,10
32,,,Intro,,3,10
33,,,Intro,,4,8
34,,,Intro,,3,10
35,,,Intro,,3,10
36,,,VR,,4,10
37,,,VR,,4,10
38,,,VR,,4,8
39,,,VR,,3,10
40,,,Intro,,3,6
41,,,Intro,,3,6
0,7/8/2016 6:21:11,,Apps,,3,8
1,7/8/2016 6:21:29,,Apps,,3,10
2,7/8/2016 6:21:35,,Intro,,3,8
3,7/8/2016 6:21:46,,Apps,,3,10
4,7/8/2016 6:22:10,,Apps,,2,8
5,7/8/2016 6:22:35,,Games,,4,8
6,7/8/2016 6:22:50,,Intro,,4,8
7,7/8/2016 6:23:09,,Apps,,3,10
8,7/8/2016 6:23:28,,Games,,4,8
9,7/8/2016 6:23:49,,Intro,,4,8
10,7/8/2016 6:23:50,,Games,,4,8
11,7/8/2016 6:24:25,,Apps,,4,8
12,7/8/2016 6:26:03,,Apps,,3,8
13,7/8/2016 6:26:30,,Games,,3,8
14,7/8/2016 6:26:40,,Apps,,4,10
15,7/8/2016 6:26:49,,Apps,,3,8
16,7/8/2016 6:27:01,,Games,,4,8
17,7/8/2016 6:27:14,,Games,,4,10
18,7/8/2016 6:27:31,,Intro,,4,8
19,7/8/2016 6:27:49,,Apps,,4,8
20,7/8/2016 6:28:49,,Games,,3,10
21,7/8/2016 6:28:56,,Intro,,4,6
22,7/8/2016 6:29:05,,Apps,,3,10
23,7/8/2016 6:33:10,,Apps,,3,10
24,7/8/2016 6:36:23,,Intro,,4,8
25,7/8/2016 6:36:36,,Games,,3,10
26,7/8/2016 6:38:24,,Games,,3,10
27,7/8/2016 12:14:54,,Apps,,3,8
0,8/5/2016 1:39:41,,,,3,6
1,8/5/2016 1:40:47,,,,3,8
2,8/5/2016 1:40:50,,,,3,8
3,8/5/2016 1:42:44,,,,4,8
4,8/5/2016 1:45:13,,,,4,10
5,8/5/2016 1:45:39,,,,3,8
6,8/5/2016 1:49:21,,,,3,8
7,8/8/2016 1:30:34,,,,3,10
8,8/8/2016 1:33:45,,,,3,10
9,8/8/2016 1:49:29,,,,3,10
10,8/8/2016 1:51:00,,,,3,6
0,7/22/2016 1:30:17,,,,3,8
1,7/22/2016 1:36:59,,,,3,8
2,7/22/2016 1:42:08,,,,4,8
3,7/22/2016 1:49:13,,,,3,8
4,7/22/2016 1:50:35,,,,4,8
5,7/22/2016 3:08:20,,,,3,8
6,7/22/2016 19:26:57,,,,3,8
7,7/22/2016 22:37:46,,,,3,6
8,7/23/2016 18:59:21,,,,3,8
9,7/23/2016 23:28:39,,,,3,8
10,7/24/2016 11:16:24,,,,2,4
0,7/31/2016 8:43:57,,Games,,3,10
1,7/31/2016 11:28:09,,Intro,,3,10
2,7/31/2016 13:22:31,,Games,,1,6
3,8/1/2016 1:39:51,,Games,,3,2
4,8/1/2016 9:40:14,,Intro,,3,10
5,8/1/2016 9:40:14,,Intro,,3,10
6,8/1/2016 10:03:22,,Games,,3,10
7,8/1/2016 10:04:06,,Games,,3,8
8,8/1/2016 10:06:45,,Intro,,4,8
9,8/1/2016 11:22:56,,Games,,4,8
0,7/8/2016 10:31:27,,,,2,8
1,7/8/2016 13:45:52,,,,4,8
2,7/8/2016 13:47:42,,,,3,8
3,7/8/2016 13:47:59,,,,3,8
4,7/8/2016 14:12:24,,,,3,8
5,7/8/2016 14:13:39,,,,4,10
0,7/21/2016 21:57:59,,,,3,8
1,7/21/2016 21:59:37,,,,3,10
2,7/21/2016 22:01:53,,,,3,10
0,7/22/2016 12:52:43,,Apps,,3,8
1,7/22/2016 12:53:47,,Apps,,3,10
2,7/23/2016 14:14:16,,Apps,,3,6
3,7/22/2016 14:37:17,,Apps,,3,4
4,7/22/2016 12:49:36,,Games,,3,8
5,7/22/2016 12:50:23,,Games,,3,8
6,7/22/2016 12:53:36,,Apps,,3,10
7,7/22/2016 13:11:42,,Apps,,3,6
8,7/22/2016 14:03:30,,Apps,,3,10
9,7/22/2016 14:25:23,,Apps,,4,8
10,7/22/2016 14:54:14,,Apps,,3,8
11,7/22/2016 14:26:04,,Apps,,3,10
12,7/22/2016 12:45:30,,Intro,,4,8
13,7/22/2016 14:25:54,,Apps,,3,10
14,7/22/2016 12:47:59,,Apps,,5,8
15,7/22/2016 16:21:04,,Apps,,2,4
16,7/22/2016 14:25:46,,Apps,,3,8
17,7/22/2016 15:53:14,,Apps,,4,10
18,7/22/2016 18:00:51,,Apps,,4,6
19,7/22/2016 12:51:51,,Apps,,4,8
20,7/22/2016 14:26:06,,Apps,,3,8
21,7/22/2016 14:27:03,,Apps,,3,8
22,7/22/2016 14:28:15,,Apps,,4,6
23,7/22/2016 12:43:02,,Games,,3,10
24,7/22/2016 12:46:29,,Games,,3,10
25,7/22/2016 12:50:31,,Games,,5,8
26,7/22/2016 14:26:59,,Games,,3,8
27,7/22/2016 14:27:45,,Intro,,3,8
28,7/22/2016 12:45:12,,Intro,,3,8
29,7/22/2016 13:00:34,,Intro,,3,10
30,7/22/2016 14:40:12,,Intro,,3,8
31,7/22/2016 12:44:15,,Intro,,3,8
32,7/22/2016 12:45:16,,Intro,,3,10
33,7/22/2016 12:49:41,,Intro,,4,8
34,7/22/2016 12:52:37,,Intro,,2,8
35,7/22/2016 12:52:51,,Intro,,3,10
36,7/22/2016 15:24:21,,Games,,5,6
37,7/22/2016 15:54:08,,Games,,2,10
38,7/22/2016 15:24:25,,Games,,3,6
39,7/22/2016 12:45:22,,Games,,3,10
40,7/22/2016 14:04:51,,Games,,3,10
0,7/29/2016 6:54:22,,Apps,,2,4
1,7/29/2016 6:55:40,,Apps,,3,8
2,7/29/2016 7:26:56,,Apps,,4,8
3,7/29/2016 9:46:08,,Apps,,3,10
4,7/29/2016 11:17:08,,Games,,3,10
5,7/29/2016 13:11:59,,Intro,,3,8
6,7/29/2016 13:13:36,,Apps,,3,6
7,7/29/2016 13:14:07,,Apps,,3,10
8,7/29/2016 13:14:32,,Games,,3,6
9,7/29/2016 13:15:14,,Apps,,3,8
10,7/29/2016 13:17:10,,Intro,,4,10
11,7/29/2016 13:17:26,,Intro,,3,8
12,7/29/2016 13:17:34,,Apps,,3,10
13,7/29/2016 13:17:36,,Apps,,1,4
14,7/29/2016 13:17:47,,Intro,,3,8
15,7/29/2016 13:17:56,,Apps,,3,8
16,7/29/2016 13:19:10,,Intro,,3,10
17,7/29/2016 13:19:53,,Games,,3,8
18,7/29/2016 13:21:00,,Apps,,5,10
19,8/5/2016 12:40:44,,Games,,3,8
0,9/7/16 1:03,New York,Apps,8,,10
1,9/7/16 1:03,San Francisco,Intro,8,,10
2,9/7/16 1:03,New York,Intro,8,,10
3,9/7/16 1:04,Sunnyvale,Apps,8,,9
4,9/7/16 1:04,San Francisco,Intro,8,,3
5,9/7/16 1:09,San Francisco,Apps,8,,10
6,9/7/16 1:04,San Francisco,Apps,8,,8
7,9/7/16 1:14,New York,Games,8,,3
8,9/7/16 1:16,Singapore,Apps,8,,6
9,9/7/16 1:22,New York,Games,8,,9
10,9/7/16 1:28,Sunnyvale,Games,8,,10
11,9/7/16 1:22,San Francisco,VR,8,,10
12,9/7/16 1:30,San Francisco,Intro,8,,8
13,9/7/16 1:47,Sunnyvale,Apps,8,,8
14,9/7/16 1:34,Los Angeles,Games,8,,8
15,9/7/16 2:28,San Francisco,Apps,8,,10
16,9/7/16 2:39,Sunnyvale,Games,8,,9
17,9/7/16 2:39,New York,Games,8,,10
18,9/7/16 2:47,Singapore,Apps,8,,7
19,9/7/16 2:56,San Francisco,Intro,8,,10
20,9/7/16 2:58,San Francisco,Apps,8,,10
21,9/7/16 2:59,Sunnyvale,Games,8,,10
22,9/7/16 3:05,New York,Intro,8,,4
23,9/7/16 3:22,San Francisco,Games,8,,9
24,9/7/16 3:15,Sunnyvale,Games,8,,10
25,9/7/16 3:41,Sunnyvale,Apps,8,,9
26,9/7/16 4:04,San Francisco,Intro,8,,10
27,9/7/16 4:07,Sunnyvale,Apps,8,,10
28,9/7/16 4:20,Sunnyvale,Games,8,,7
29,9/7/16 5:41,San Francisco,Games,8,,10
30,9/7/16 6:30,Sunnyvale,Apps,8,,9
31,9/7/16 7:55,Sunnyvale,Apps,8,,8
32,9/7/16 10:52,Sunnyvale,Games,8,,5
33,9/7/16 11:47,Singapore,Apps,8,,8
34,9/7/16 9:16,Singapore,Apps,8,,9
35,9/7/16 12:26,Singapore,Apps,8,,9
36,9/7/16 12:45,San Francisco,Apps,8,,10
37,9/7/16 13:09,New York,Intro,8,,10
38,9/7/16 14:39,San Francisco,Apps,8,,9
39,9/7/16 14:52,New York,Apps,8,,10
40,9/7/16 15:57,Sunnyvale,Apps,8,,8
41,9/7/16 17:11,San Francisco,Apps,8,,10
42,9/7/16 19:13,San Francisco,VR,8,,9
43,9/7/16 19:23,New York,Apps,8,,7
44,9/7/16 19:39,San Francisco,Apps,8,,10
45,9/7/16 19:51,Los Angeles,Games,8,,10
46,9/7/16 23:58,Sunnyvale,Intro,8,,10
47,9/8/16 0:50,New York,Apps,8,,8
48,9/8/16 1:55,San Francisco,Games,8,,10
49,9/8/16 5:59,Sunnyvale,Apps,8,,7
50,9/8/16 14:25,Los Angeles,Games,8,,10
51,9/8/16 22:00,San Francisco,Games,8,,8
52,9/8/16 22:16,New York,Apps,8,,8
53,9/8/16 23:06,San Francisco,Apps,8,,10
54,9/8/16 23:01,San Francisco,Apps,8,,7
55,9/9/16 1:41,San Francisco,Intro,8,,7
56,9/9/16 4:22,San Francisco,Intro,8,,10
57,9/9/16 11:06,San Francisco,Apps,8,,9
58,9/9/16 13:24,New York,Games,8,,10
59,9/10/16 22:28,San Francisco,Games,8,,8
60,9/12/16 0:05,San Francisco,Apps,8,,9
61,9/13/16 4:36,San Francisco,VR,8,,5
62,9/7/16 5:08,San Francisco,Games,8,,10
63,9/14/16 12:04,San Francisco,Intro,8,,9
64,9/26/16 16:33,Sunnyvale,Games,8,,9
0,,San Francisco,"Apps, Explorer",1,Just right,3
1,,Los Angeles,Apps,1,A little too fast,4
2,,San Francisco,Games,1,Way too slow,4
3,,,,2,A little too fast,4
4,,New York City,"Apps, Explorer",1,Just right,4
5,,Redwood City,Apps,1,Just right,5
6,,Los Angeles,Apps,7,Just right,5
7,,San Francisco,Apps,1,A little too slow,5
8,,Santa Clara,Apps,1,A little too slow,5
9,,Santa Clara,Apps,1,Just right,5
10,,Redwood City,Apps,2,Just right,5
11,,Oakland,Apps,2,Just right,5
12,,San Francisco,Apps,2,Way too fast,5
13,,Washington DC,Apps,1,Just right,5
14,,Washington DC,"Apps, Explorer",1,A little too slow,5
15,,,,3,A little too slow,5
16,,Redwood City,Apps,3,Just right,5
17,,New York City,Apps,1,A little too slow,5
18,,San Francisco,"Apps, Explorer",3,Just right,5
19,,Santa Clara,Apps,3,Just right,5
20,,Los Angeles,Games,1,Just right,6
21,,Chicago,"Apps, Explorer",1,Just right,6
22,,Chicago,Apps,1,A little too slow,6
23,,Chicago,Apps,1,A little too slow,6
24,,San Francisco,Apps,1,A little too fast,6
25,,San Francisco,Apps,1,A little too fast,6
26,,San Francisco,"Apps, Explorer",1,Just right,6
27,,Santa Clara,Apps,2,Just right,6
28,,San Francisco,"Apps, Explorer",2,Just right,6
29,,San Francisco,Apps,2,Way too fast,6
30,,Santa Clara,Apps,2,Just right,6
31,,Washington DC,Apps,1,Way too fast,6
32,,Redwood City,Apps,3,A little too slow,6
33,,,,1,A little too slow,6
34,,New York City,Games,1,A little too fast,6
35,,New York City,Apps,1,Just right,6
36,,Santa Clara,Games,3,Way too slow,6
37,,Santa Clara,Apps,3,Just right,6
38,,San Francisco,"Apps, Explorer",3,Just right,6
39,,San Francisco,Apps,3,Way too fast,6
40,,San Francisco,"Apps, Explorer",3,Just right,6
41,,San Francisco,Apps,3,A little too fast,6
42,,Oakland,Apps,3,A little too slow,6
43,,,,1,A little too slow,6
44,,Redwood City,Apps,1,A little too slow,7
45,,Los Angeles,Apps,1,A little too fast,7
46,,Los Angeles,Apps,1,Just right,7
47,,Chicago,Apps,1,A little too fast,7
48,,San Francisco,VR,1,A little too slow,7
49,,San Francisco,Apps,1,A little too fast,7
50,,San Francisco,Apps,1,Just right,7
51,,San Francisco,Apps,1,A little too fast,7
52,,San Francisco,Apps,1,A little too fast,7
53,,Santa Clara,Apps,1,A little too fast,7
54,,San Francisco,Apps,1,A little too fast,7
55,,San Francisco,"Apps, Explorer",1,A little too fast,7
56,,San Francisco,Games,1,Just right,7
57,,San Francisco,"Apps, Explorer",1,Just right,7
58,,Santa Clara,Apps,1,Just right,7
59,,San Francisco,"Apps, Explorer",1,Just right,7
60,,San Francisco,"Apps, Explorer",1,A little too fast,7
61,,San Francisco,Apps,1,Just right,7
62,,Redwood City,Apps,2,Just right,7
63,,Chicago,Apps,2,A little too slow,7
64,,Santa Clara,Apps,2,Just right,7
65,,Santa Clara,Apps,2,A little too fast,7
66,,Los Angeles,Apps,2,A little too fast,7
67,,San Francisco,"Apps, Explorer",2,Just right,7
68,,San Francisco,"Apps, Explorer",2,Just right,7
69,,San Francisco,"Apps, Explorer",2,Just right,7
70,,San Francisco,Apps,2,A little too fast,7
71,,San Francisco,Apps,2,A little too fast,7
72,,San Francisco,Apps,2,A little too fast,7
73,,San Francisco,Apps,2,A little too fast,7
74,,San Francisco,Games,2,Just right,7
75,,Atlanta,"Apps, Explorer",2,A little too fast,7
76,,Washington DC,Apps,1,Just right,7
77,,Oakland,Apps,2,A little too slow,7
78,,Redwood City,Apps,3,Just right,7
79,,Redwood City,Apps,3,Just right,7
80,,Washington DC,Apps,2,Just right,7
81,,New York City,Apps,1,Just right,7
82,,New York City,Apps,1,A little too slow,7
83,,New York City,Games,1,Just right,7
84,,New York City,Games,1,Just right,7
85,,New York City,Apps,1,Just right,7
86,,Chicago,Apps,3,A little too fast,7
87,,Chicago,Apps,3,A little too fast,7
88,,Chicago,"Apps, Explorer",3,Just right,7
89,,Santa Clara,Apps,3,A little too fast,7
90,,Santa Clara,Apps,3,A little too slow,7
91,,San Francisco,Apps,3,Just right,7
92,,Santa Clara,Apps,3,A little too fast,7
93,,,,3,Just right,7
94,,Washington DC,Apps,2,Way too fast,7
95,,New York City,"Apps, Explorer",1,Just right,7
96,,Atlanta,"Apps, Explorer",1,Just right,8
97,,Atlanta,Apps,1,Just right,8
